12	75	0	1	2
12	75	0	1	78
12	75	0	1	79
12	77	0	1	2
12	77	0	1	78
12	77	0	1	79
12	76	0	1	2
12	76	0	1	78
12	76	0	1	79
4	0	1	2	80
11	0	1	2	3
4	0	1	2	81
4	78	1	2	80
4	78	1	2	3
4	78	1	2	81
4	79	1	2	80
4	79	1	2	3
4	79	1	2	81
10	1	2	3	4
4	1	2	3	82
4	1	2	3	83
4	80	2	3	4
4	80	2	3	82
4	80	2	3	83
4	81	2	3	4
4	81	2	3	82
4	81	2	3	83
4	2	3	4	84
4	2	3	4	85
10	2	3	4	5
4	82	3	4	84
4	82	3	4	85
4	82	3	4	5
4	83	3	4	84
4	83	3	4	85
4	83	3	4	5
4	3	4	5	86
4	3	4	5	87
10	3	4	5	6
4	84	4	5	86
4	84	4	5	87
4	84	4	5	6
4	85	4	5	86
4	85	4	5	87
4	85	4	5	6
4	4	5	6	88
4	4	5	6	89
10	4	5	6	7
4	86	5	6	88
4	86	5	6	89
4	86	5	6	7
4	87	5	6	88
4	87	5	6	89
4	87	5	6	7
10	5	6	7	8
4	5	6	7	91
4	5	6	7	90
4	88	6	7	8
4	88	6	7	91
4	88	6	7	90
4	89	6	7	8
4	89	6	7	91
4	89	6	7	90
4	6	7	8	92
10	6	7	8	9
4	6	7	8	93
4	91	7	8	92
4	91	7	8	9
4	91	7	8	93
4	90	7	8	92
4	90	7	8	9
4	90	7	8	93
10	7	8	9	10
4	7	8	9	95
4	7	8	9	94
4	92	8	9	10
4	92	8	9	95
4	92	8	9	94
4	93	8	9	10
4	93	8	9	95
4	93	8	9	94
10	8	9	10	11
4	8	9	10	97
4	8	9	10	96
4	95	9	10	11
4	95	9	10	97
4	95	9	10	96
4	94	9	10	11
4	94	9	10	97
4	94	9	10	96
10	9	10	11	12
4	9	10	11	99
4	9	10	11	98
4	97	10	11	12
4	97	10	11	99
4	97	10	11	98
4	96	10	11	12
4	96	10	11	99
4	96	10	11	98
4	10	11	12	13
4	10	11	12	100
4	10	11	12	101
4	99	11	12	13
4	99	11	12	100
4	99	11	12	101
4	98	11	12	13
4	98	11	12	100
4	98	11	12	101
28	11	12	13	14
29	11	12	13	102
26	100	12	13	14
27	100	12	13	102
26	101	12	13	14
27	101	12	13	102
30	12	13	14	15
31	12	13	14	103
17	102	13	14	15
18	102	13	14	103
32	13	14	15	16
33	13	14	15	18
15	13	14	15	104
16	103	14	15	16
34	103	14	15	18
18	103	14	15	104
14	14	15	16	17
14	18	15	16	17
14	104	15	16	17
3	14	15	18	22
3	14	15	18	105
3	14	15	18	19
3	16	15	18	22
3	16	15	18	105
3	16	15	18	19
3	104	15	18	22
3	104	15	18	105
3	104	15	18	19
2	15	18	22	23
5	15	18	22	24
2	105	18	22	23
2	105	18	22	24
2	19	18	22	23
5	19	18	22	24
3	15	18	19	107
3	15	18	19	106
3	15	18	19	20
3	22	18	19	107
3	22	18	19	106
3	22	18	19	20
3	105	18	19	107
3	105	18	19	106
3	105	18	19	20
13	18	19	20	21
13	107	19	20	21
13	106	19	20	21
1	18	22	24	25
1	18	22	24	26
1	23	22	24	25
1	23	22	24	26
6	22	24	26	108
6	22	24	26	109
7	22	24	26	27
8	25	24	26	108
8	25	24	26	109
9	25	24	26	27
4	24	26	27	111
4	24	26	27	110
4	24	26	27	28
4	108	26	27	111
4	108	26	27	110
4	108	26	27	28
4	109	26	27	111
4	109	26	27	110
4	109	26	27	28
10	26	27	28	29
4	26	27	28	112
4	26	27	28	113
4	111	27	28	29
4	111	27	28	112
4	111	27	28	113
4	110	27	28	29
4	110	27	28	112
4	110	27	28	113
10	27	28	29	30
4	27	28	29	114
4	27	28	29	115
4	112	28	29	30
4	112	28	29	114
4	112	28	29	115
4	113	28	29	30
4	113	28	29	114
4	113	28	29	115
10	28	29	30	31
4	28	29	30	117
4	28	29	30	116
4	114	29	30	31
4	114	29	30	117
4	114	29	30	116
4	115	29	30	31
4	115	29	30	117
4	115	29	30	116
10	29	30	31	32
4	29	30	31	119
4	29	30	31	118
4	117	30	31	32
4	117	30	31	119
4	117	30	31	118
4	116	30	31	32
4	116	30	31	119
4	116	30	31	118
4	30	31	32	120
4	30	31	32	121
10	30	31	32	33
4	119	31	32	120
4	119	31	32	121
4	119	31	32	33
4	118	31	32	120
4	118	31	32	121
4	118	31	32	33
10	31	32	33	34
4	31	32	33	123
4	31	32	33	122
4	120	32	33	34
4	120	32	33	123
4	120	32	33	122
4	121	32	33	34
4	121	32	33	123
4	121	32	33	122
4	32	33	34	124
4	32	33	34	125
10	32	33	34	35
4	123	33	34	124
4	123	33	34	125
4	123	33	34	35
4	122	33	34	124
4	122	33	34	125
4	122	33	34	35
10	33	34	35	36
4	33	34	35	126
4	33	34	35	127
4	124	34	35	36
4	124	34	35	126
4	124	34	35	127
4	125	34	35	36
4	125	34	35	126
4	125	34	35	127
4	34	35	36	128
10	34	35	36	37
4	34	35	36	129
4	126	35	36	128
4	126	35	36	37
4	126	35	36	129
4	127	35	36	128
4	127	35	36	37
4	127	35	36	129
4	35	36	37	131
4	35	36	37	130
10	35	36	37	38
4	128	36	37	131
4	128	36	37	130
4	128	36	37	38
4	129	36	37	131
4	129	36	37	130
4	129	36	37	38
10	36	37	38	39
4	36	37	38	132
4	36	37	38	133
4	131	37	38	39
4	131	37	38	132
4	131	37	38	133
4	130	37	38	39
4	130	37	38	132
4	130	37	38	133
10	37	38	39	40
4	37	38	39	134
4	37	38	39	135
4	132	38	39	40
4	132	38	39	134
4	132	38	39	135
4	133	38	39	40
4	133	38	39	134
4	133	38	39	135
10	38	39	40	41
4	38	39	40	136
4	38	39	40	137
4	134	39	40	41
4	134	39	40	136
4	134	39	40	137
4	135	39	40	41
4	135	39	40	136
4	135	39	40	137
10	39	40	41	42
4	39	40	41	138
4	39	40	41	139
4	136	40	41	42
4	136	40	41	138
4	136	40	41	139
4	137	40	41	42
4	137	40	41	138
4	137	40	41	139
4	40	41	42	140
10	40	41	42	43
4	40	41	42	141
4	138	41	42	140
4	138	41	42	43
4	138	41	42	141
4	139	41	42	140
4	139	41	42	43
4	139	41	42	141
10	41	42	43	44
4	41	42	43	142
4	41	42	43	143
4	140	42	43	44
4	140	42	43	142
4	140	42	43	143
4	141	42	43	44
4	141	42	43	142
4	141	42	43	143
4	42	43	44	144
10	42	43	44	45
4	42	43	44	145
4	142	43	44	144
4	142	43	44	45
4	142	43	44	145
4	143	43	44	144
4	143	43	44	45
4	143	43	44	145
4	43	44	45	147
4	43	44	45	146
10	43	44	45	46
4	144	44	45	147
4	144	44	45	146
4	144	44	45	46
4	145	44	45	147
4	145	44	45	146
4	145	44	45	46
10	44	45	46	47
4	44	45	46	148
4	44	45	46	149
4	147	45	46	47
4	147	45	46	148
4	147	45	46	149
4	146	45	46	47
4	146	45	46	148
4	146	45	46	149
10	45	46	47	48
4	45	46	47	150
4	45	46	47	151
4	148	46	47	48
4	148	46	47	150
4	148	46	47	151
4	149	46	47	48
4	149	46	47	150
4	149	46	47	151
4	46	47	48	152
4	46	47	48	153
10	46	47	48	49
4	150	47	48	152
4	150	47	48	153
4	150	47	48	49
4	151	47	48	152
4	151	47	48	153
4	151	47	48	49
4	47	48	49	155
10	47	48	49	50
4	47	48	49	154
4	152	48	49	155
4	152	48	49	50
4	152	48	49	154
4	153	48	49	155
4	153	48	49	50
4	153	48	49	154
4	48	49	50	156
4	48	49	50	157
10	48	49	50	51
4	155	49	50	156
4	155	49	50	157
4	155	49	50	51
4	154	49	50	156
4	154	49	50	157
4	154	49	50	51
4	49	50	51	158
10	49	50	51	52
4	49	50	51	159
4	156	50	51	158
4	156	50	51	52
4	156	50	51	159
4	157	50	51	158
4	157	50	51	52
4	157	50	51	159
10	50	51	52	53
