4	50	51	52	160
4	50	51	52	161
4	158	51	52	53
4	158	51	52	160
4	158	51	52	161
4	159	51	52	53
4	159	51	52	160
4	159	51	52	161
10	51	52	53	54
4	51	52	53	162
4	51	52	53	163
4	160	52	53	54
4	160	52	53	162
4	160	52	53	163
4	161	52	53	54
4	161	52	53	162
4	161	52	53	163
4	52	53	54	164
4	52	53	54	165
35	52	53	54	55
4	162	53	54	164
4	162	53	54	165
4	162	53	54	55
4	163	53	54	164
4	163	53	54	165
4	163	53	54	55
36	53	54	55	56
37	164	54	55	56
37	165	54	55	56
38	54	55	56	57
39	54	55	56	58
40	55	56	58	167
40	55	56	58	166
41	55	56	58	59
42	57	56	58	167
42	57	56	58	166
43	57	56	58	59
44	56	58	59	168
44	56	58	59	169
45	56	58	59	60
4	167	58	59	168
4	167	58	59	169
4	167	58	59	60
4	166	58	59	168
4	166	58	59	169
4	166	58	59	60
4	58	59	60	171
4	58	59	60	170
10	58	59	60	61
4	168	59	60	171
4	168	59	60	170
4	168	59	60	61
4	169	59	60	171
4	169	59	60	170
4	169	59	60	61
10	59	60	61	62
4	59	60	61	172
4	59	60	61	173
4	171	60	61	62
4	171	60	61	172
4	171	60	61	173
4	170	60	61	62
4	170	60	61	172
4	170	60	61	173
4	60	61	62	175
4	60	61	62	174
10	60	61	62	63
4	172	61	62	175
4	172	61	62	174
4	172	61	62	63
4	173	61	62	175
4	173	61	62	174
4	173	61	62	63
4	61	62	63	176
10	61	62	63	64
4	61	62	63	177
4	175	62	63	176
4	175	62	63	64
4	175	62	63	177
4	174	62	63	176
4	174	62	63	64
4	174	62	63	177
4	62	63	64	65
4	62	63	64	178
4	62	63	64	179
4	176	63	64	65
4	176	63	64	178
4	176	63	64	179
4	177	63	64	65
4	177	63	64	178
4	177	63	64	179
28	63	64	65	66
29	63	64	65	180
26	178	64	65	66
27	178	64	65	180
26	179	64	65	66
27	179	64	65	180
31	64	65	66	181
46	64	65	66	67
18	180	65	66	181
31	180	65	66	67
26	65	66	67	183
26	65	66	67	182
47	65	66	67	68
27	181	66	67	183
27	181	66	67	182
48	181	66	67	68
48	66	67	68	184
47	66	67	68	69
27	183	67	68	184
26	183	67	68	69
27	182	67	68	184
26	182	67	68	69
46	67	68	69	70
31	67	68	69	185
31	184	68	69	70
18	184	68	69	185
26	68	69	70	187
26	68	69	70	186
28	68	69	70	71
27	185	69	70	187
27	185	69	70	186
29	185	69	70	71
4	69	70	71	72
4	69	70	71	188
4	69	70	71	189
4	187	70	71	72
4	187	70	71	188
4	187	70	71	189
4	186	70	71	72
4	186	70	71	188
4	186	70	71	189
10	70	71	72	73
4	70	71	72	191
4	70	71	72	190
4	188	71	72	73
4	188	71	72	191
4	188	71	72	190
4	189	71	72	73
4	189	71	72	191
4	189	71	72	190
4	71	72	73	192
4	71	72	73	193
11	71	72	73	74
4	191	72	73	192
4	191	72	73	193
4	191	72	73	74
4	190	72	73	192
4	190	72	73	193
4	190	72	73	74
12	72	73	74	196
12	72	73	74	194
12	72	73	74	195
12	192	73	74	196
12	192	73	74	194
12	192	73	74	195
12	193	73	74	196
12	193	73	74	194
12	193	73	74	195
22 0 1 2 3
23 0 1 2 3
23 0 1 2 3
19 1 2 3 4
20 1 2 3 4
21 1 2 3 4
19 2 3 4 5
20 2 3 4 5
21 2 3 4 5 
19 3 4 5 6
20 3 4 5 6
21 3 4 5 6
19 4 5 6 7
20 4 5 6 7
21 4 5 6 7
19 5 6 7 8
20 5 6 7 8
21 5 6 7 8
19 6 7 8 9
20 6 7 8 9
21 6 7 8 9
19 7 8 9 10
20 7 8 9 10
21 7 8 9 10
19 8 9 10 11
20 8 9 10 11
21 8 9 10 11
19 9 10 11 12
20 9 10 11 12
21 9 10 11 12
19 26 27 28 29
20 26 27 28 29
21 26 27 28 29
19 27 28 29 30
20 27 28 29 30
21 27 28 29 30
19 28 29 30 31
20 28 29 30 31
21 28 29 30 31
19 29 30 31 32
20 29 30 31 32
21 29 30 31 32
19 30 31 32 32
20 30 31 32 32
21 30 31 32 32
19 31 32 33 34
20 31 32 33 34
21 31 32 33 34
19 32 33 34 35
20 32 33 34 35
21 32 33 34 35
19 33 34 35 36
20 33 34 35 36
21 33 34 35 36
19 34 35 36 37
20 34 35 36 37
21 34 35 36 37
19 35 36 37 38
20 35 36 37 38
21 35 36 37 38
19 36 37 38 39
20 36 37 38 39
21 36 37 38 39
19 37 38 39 40
20 37 38 39 40
21 37 38 39 40
19 38 39 40 41
20 38 39 40 41
21 38 39 40 41
19 39 40 41 42
20 39 40 41 42
21 39 40 41 42
19 40 41 42 43
20 40 41 42 43
21 40 41 42 43
19 41 42 43 44
20 41 42 43 44
21 41 42 43 44
19 42 43 44 45
20 42 43 44 45
21 42 43 44 45
19 43 44 45 46
20 43 44 45 46 
21 43 44 45 46
19 44 45 46 47
20 44 45 46 47
21 44 45 46 47
19 45 46 47 48
20 45 46 47 48
21 45 46 47 48
19 46 47 48 49
20 46 47 48 49
21 46 47 48 49
19 47 48 49 50
20 47 48 49 50
21 47 48 49 50
19 48 49 50 51
20 48 49 50 51
21 48 49 50 51
19 49 50 51 52
20 49 50 51 52
21 49 50 51 52
19 50 51 52 53
20 50 51 52 53
21 50 51 52 53
19 51 52 53 54
20 51 52 53 54
21 51 52 53 54
19 58 59 60 61
20 58 59 60 61
21 58 59 60 61
19 59 60 61 62
20 59 60 61 62
21 59 60 61 62
19 60 61 62 63
20 60 61 62 63
21 60 61 62 63
19 61 62 63 64
20 61 62 63 64
21 61 62 63 64
19 70 71 72 73
20 70 71 72 73
21 70 71 72 73
22 71 72 73 74
23 71 72 73 74
24 71 72 73 74
49 10 11 12 13
50 10 11 12 13
49 69 70 71 72
50 69 70 71 72
51 11 12 13 14
52 11 12 13 14
51 63 64 65 66
51 68 69 70 71
52 63 64 65 66
52 68 69 70 71
53 69 68 67 66
54 69 68 67 66
55 69 68 67 66
53 65 66 67 68
54 65 66 67 68
55 65 66 67 68
56 12 13 14 15
56 64 65 66 67
56 67 68 69 70
57 11 12 13 14
58 11 12 13 14
59 54 55 56 57
60 55 56 58 59
61 55 56 58 59
62 55 56 58 59

