#angle	force_constant	x0
E1-E1-C3	22.096298678721684	1.8871544400104157
E1-C3-C3	127.59763688090106	2.8098725419725756
E1-E1-PCP	29.74772602270028	1.3536266467840166
E1-PCP-PCN	95.63035251051978	2.5573309094184573
C2-C3-C3	210.71658736488158	3.002278108953331
C3-C3-C3	205.85647350412262	2.993630606824747
C3-E1-PCP	0.09413594977152555	9.646726725985731
C3-C3-OH5	0.24078639107659114	7.117695773546534
C3-C3-head	78.16618258419179	2.791861855116653
