#angle	force_constant	x0
E1-E1-C3	33.07311177644031	1.7568653567451344
E1-C3-C3	196.27695417733463	2.8141967108114487
E1-E1-PCP	18.478076531028485	1.4729151431203737
E1-PCP-PCN	8.57598453630777	1.9820758884239194
C2-C3-C3	274.246043095651	3.0394643994964206
C3-C3-C3	313.48142242917703	3.0027048956314957
C3-E1-PCP	0.6966745774533837	8.392140248874226
